DATE & TIME,FREQUENCY(Hz),VOLTAGE R-N(V),VOLTAGE Y-N(V),VOLTAGE B-N(V),VOLTAGE R-Y(V),VOLTAGE Y-B(V),VOLTAGE B-R(V),CURRENT R,CURRENT Y,CURRENT B,AVG_CURRENT,POWER KW,ENERGY KWH,PF,THD VOLTAGE,THD CURRENT R,THD CURRENT Y,THD CURRENT B,TOTAL IMPORT KWH,TOTAL EXPORT ENERGY
3/14/2022 0:39,50,241.6725464,240.783434,241.7492065,417.2505188,417,420.1737671,9.006496429,5.966347694,4.002946854,6.325263659,0,3132.765137,1,0,0,0,0,3132.765137,0
3/14/2022 0:39,50,241.6725464,240.783434,241.7492065,417.2505188,417,420.1737671,9.006496429,5.966347694,4.002946854,6.325263659,0,3132.765137,1,0,0,0,0,3132.765137,0
3/14/2022 0:40,50,241.6725464,240.783434,241.7492065,417.2505188,417,420.1737671,9.006496429,5.966347694,4.002946854,6.325263659,0,3132.765137,1,0,0,0,0,3132.765137,0
3/14/2022 0:40,50,241.6725464,240.783434,241.7492065,417.2505188,417,420.1737671,9.006496429,5.966347694,4.002946854,6.325263659,0,3132.765137,1,0,0,0,0,3132.765137,0
3/14/2022 0:40,50,241.6725464,241.401001,241.7492065,417.2505188,417,420.1737671,9.006496429,5.966347694,4.002946854,6.325263659,0,3132.765137,1,0,0,0,0,3132.765137,0
3/14/2022 0:41,50,241.6725464,241.401001,241.7492065,417.2505188,417,420.1737671,9.006496429,5.966347694,4.002946854,6.325263659,0,3132.765137,1,0,0,0,0,3132.765137,0
3/14/2022 0:41,50,241.6725464,241.401001,241.7492065,417.2505188,417,420.1737671,9.006496429,5.966347694,4.002946854,6.325263659,0,3132.765137,1,0,0,0,0,3132.765137,0
3/14/2022 0:41,50,241.6725464,241.401001,241.7492065,417.2505188,417,420.1737671,9.006496429,5.966347694,4.002946854,6.325263659,0,3132.765137,1,0,0,0,0,3132.765137,0
3/14/2022 0:42,50,241.6725464,241.401001,241.7492065,417.2505188,417,420.1737671,9.006496429,5.966347694,4.002946854,6.325263659,0,3132.765137,1,0,0,0,0,3132.765137,0
3/14/2022 0:42,50,241.6725464,241.401001,241.7492065,417.2505188,417,420.1737671,9.006496429,5.966347694,4.002946854,6.325263659,0,3132.765137,1,0,0,0,0,3132.765137,0
3/14/2022 0:42,50,241.6725464,241.401001,241.7492065,417.2505188,417,420.1737671,9.006496429,5.966347694,4.002946854,6.325263659,0,3132.765137,1,0,0,0,0,3132.765137,0
3/14/2022 0:43,50,241.6725464,241.401001,241.7492065,417.2505188,417,420.1737671,9.006496429,5.966347694,4.002946854,6.325263659,0,3132.765137,1,0,0,0,0,3132.765137,0
3/14/2022 0:43,50,241.6725464,241.401001,241.7492065,417.2505188,417,420.1737671,9.006496429,5.966347694,4.002946854,6.325263659,0,3132.765137,1,0,0,0,0,3132.765137,0
3/14/2022 0:43,50,241.6725464,241.401001,241.7492065,417.2505188,417,420.1737671,9.006496429,5.966347694,4.002946854,6.325263659,0,3132.765137,1,0,0,0,0,3132.765137,0
