name,time,ID,N1,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N2,N20,N3,N4,N5,N6,N7,N8,N9,host,topic
kamal,1643005556090716459,0456,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0456
kamal,1643005556091116928,0198,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0198
kamal,1643005556093403077,0352,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0352
kamal,1643005556094276187,0460,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0460
kamal,1643005556095036053,0461,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0461
kamal,1643005556097287881,0462,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0462
kamal,1643005556098176437,0466,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0466
kamal,1643005556098594829,0468,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0468
kamal,1643005556099418596,0470,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0470
kamal,1643005556101557683,0471,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0471
kamal,1643005556103665040,0573,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0573
kamal,1643005556104178712,0475,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0475
kamal,1643005556106197321,0478,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0478
kamal,1643005556107257571,0197,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0197
kamal,1643005556109372082,0483,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0483
kamal,1643005556111896933,0486,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0486
kamal,1643005556112392970,0252,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0252
kamal,1643005556113394617,0490,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0490
kamal,1643005556113848392,0488,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0488
kamal,1643005556114794256,0145,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0145
kamal,1643005556115622801,0487,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0487
kamal,1643005556116439671,0494,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0494
kamal,1643005556118542527,0492,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0492
kamal,1643005556119163546,0495,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0495
kamal,1643005556120898204,0249,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0249
kamal,1643005556122917758,0504,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0504
kamal,1643005556123282191,0280,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0280
kamal,1643005556125205003,0506,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0506
kamal,1643005556127152367,0205,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0205
kamal,1643005556127562776,0509,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0509
kamal,1643005556128807518,0513,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0513
kamal,1643005556132666041,0503,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0503
kamal,1643005556133382046,0652,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0652
kamal,1643005556134143318,0518,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0518
kamal,1643005556134672935,0476,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0476
kamal,1643005556136376036,0521,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0521
kamal,1643005556136869943,0522,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0522
kamal,1643005556137756187,0524,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0524
kamal,1643005556139173564,0528,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0528
kamal,1643005556140928473,0458,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0458
kamal,1643005556141561358,0200,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0200
kamal,1643005556142486362,0531,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0531
kamal,1643005556142989535,0530,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0530
kamal,1643005556143960221,0324,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0324
kamal,1643005556145119878,0559,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0559
kamal,1643005556146289662,0535,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0535
kamal,1643005556146801197,0591,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0591
kamal,1643005556147838976,0539,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0539
kamal,1643005556150212116,0540,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0540
kamal,1643005556151689569,0542,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0542
kamal,1643005556152635295,0546,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0546
kamal,1643005556153377101,0327,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0327
kamal,1643005556154380708,0545,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0545
kamal,1643005556156432535,0550,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0550
kamal,1643005556156968639,0756,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0756
kamal,1643005556158038392,0331,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0331
kamal,1643005556160653997,0674,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0674
kamal,1643005556163753876,0558,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0558
kamal,1643005556165932609,0560,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0560
kamal,1643005556170185518,0566,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0566
kamal,1643005556172409066,0350,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0350
kamal,1643005556173039704,0572,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0572
kamal,1643005556173460306,0571,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0571
kamal,1643005556173900457,0574,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0574
kamal,1643005556175285060,0577,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0577
kamal,1643005556177666276,0173,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0173
kamal,1643005556178233035,0582,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0582
kamal,1643005556179304085,0581,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0581
kamal,1643005556180640864,0481,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0481
kamal,1643005556181552912,0580,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0580
kamal,1643005556182869461,0473,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0473
kamal,1643005556184948251,0586,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0586
kamal,1643005556186400744,0588,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0588
kamal,1643005556188878522,0587,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0587
kamal,1643005556189375098,0592,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0592
kamal,1643005556190076070,0589,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0589
kamal,1643005556191026720,0224,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0224
kamal,1643005556191367204,0261,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0261
kamal,1643005556192270636,0598,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0598
kamal,1643005556195221865,0594,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0594
kamal,1643005556196498805,0452,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0452
kamal,1643005556197595500,0603,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0603
kamal,1643005556199798008,0606,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0606
kamal,1643005556200582200,0607,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0607
kamal,1643005556201108002,0765,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0765
kamal,1643005556202096763,0609,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0609
kamal,1643005556203452043,0611,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0611
kamal,1643005556204164228,0600,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0600
kamal,1643005556204735969,0576,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0576
kamal,1643005556205633710,0617,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0617
kamal,1643005556206593433,0616,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0616
kamal,1643005556209915087,0732,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0732
kamal,1643005556211245348,0621,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0621
kamal,1643005556212461188,0625,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0625
kamal,1643005556212765460,0627,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0627
kamal,1643005556213858789,0623,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0623
kamal,1643005556214589137,0626,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0626
kamal,1643005556215285899,0622,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0622
kamal,1643005556219462058,0285,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0285
kamal,1643005556220082386,0632,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0632
kamal,1643005556220719665,0635,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0635
kamal,1643005556221178464,0698,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0698
kamal,1643005556222375038,0637,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0637
kamal,1643005556223379178,0636,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0636
kamal,1643005556224182790,0641,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0641
kamal,1643005556224727210,0643,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0643
kamal,1643005556227328095,0645,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0645
kamal,1643005556229278392,0278,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0278
kamal,1643005556231575347,0821,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0821
kamal,1643005556231923156,0651,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0651
kamal,1643005556233095508,0772,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0772
kamal,1643005556234014511,0653,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0653
kamal,1643005556235011372,0656,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0656
kamal,1643005556236315401,0657,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0657
kamal,1643005556236758928,0394,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0394
kamal,1643005556237779542,0425,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0425
kamal,1643005556238626282,0318,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0318
kamal,1643005556240437645,0553,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0553
kamal,1643005556242542077,0664,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0664
kamal,1643005556243321667,0663,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0663
kamal,1643005556246556138,0435,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0435
kamal,1643005556247500775,0675,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0675
kamal,1643005556248226241,0676,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0676
kamal,1643005556250342574,0678,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0678
kamal,1643005556253487970,0850,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0850
kamal,1643005556254747966,0682,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0682
kamal,1643005556255234595,0683,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0683
kamal,1643005556255780533,0313,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0313
kamal,1643005556257285378,0685,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0685
kamal,1643005556257802294,0437,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0437
kamal,1643005556258510887,0689,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0689
kamal,1643005556259051768,0688,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0688
kamal,1643005556259656722,0690,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0690
kamal,1643005556260009795,0745,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0745
kamal,1643005556260805819,0482,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0482
kamal,1643005556262302040,0585,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0585
kamal,1643005556264786785,0614,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0614
kamal,1643005556265422120,0421,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0421
kamal,1643005556266010792,0695,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0695
kamal,1643005556266718419,0697,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0697
kamal,1643005556267574905,0694,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0694
kamal,1643005556267884315,0791,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0791
kamal,1643005556268958386,0700,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0700
kamal,1643005556269535354,0596,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0596
kamal,1643005556270508121,0702,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0702
kamal,1643005556272183860,0681,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0681
kamal,1643005556274392922,0706,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0706
kamal,1643005556274898696,0519,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0519
kamal,1643005556275889160,0852,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0852
kamal,1643005556277540579,0711,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0711
kamal,1643005556277937234,0712,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0712
kamal,1643005556279316348,0713,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0713
kamal,1643005556280907788,0498,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0498
kamal,1643005556282273629,0443,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0443
kamal,1643005556282945141,0722,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0722
kamal,1643005556283739866,0717,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0717
kamal,1643005556285280257,0725,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0725
kamal,1643005556286615754,0505,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0505
kamal,1643005556286992053,0727,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0727
kamal,1643005556288356946,0731,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0731
kamal,1643005556289487704,0733,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0733
kamal,1643005556292395148,0736,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0736
kamal,1643005556292946161,0735,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0735
kamal,1643005556294509068,0737,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0737
kamal,1643005556295151130,0738,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0738
kamal,1643005556297574091,0742,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0742
kamal,1643005556298849268,0741,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0741
kamal,1643005556300533296,0749,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0749
kamal,1643005556301606277,0875,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0875
kamal,1643005556303031348,0751,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0751
kamal,1643005556304243262,0446,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0446
kamal,1643005556304585029,0750,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0750
kamal,1643005556306568529,0754,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0754
kamal,1643005556307248713,0755,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0755
kamal,1643005556307645153,0924,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0924
kamal,1643005556307859970,0758,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0758
kamal,1643005556308485949,0914,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0914
kamal,1643005556310789588,0620,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0620
kamal,1643005556311357425,0759,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0759
kamal,1643005556312852582,0757,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0757
kamal,1643005556313331757,0814,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0814
kamal,1643005556315508870,0760,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0760
kamal,1643005556316329760,0354,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0354
kamal,1643005556317290897,0761,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0761
kamal,1643005556317697391,0882,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0882
kamal,1643005556319380239,0808,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0808
kamal,1643005556321776454,0767,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0767
kamal,1643005556323039749,0770,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0770
kamal,1643005556325298883,0773,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0773
kamal,1643005556326589438,0942,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1b82b1eeefdf,0942
kamal,1643005556327397871,0775,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0775
kamal,1643005556328683059,0771,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0771
kamal,1643005556329894350,0777,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1b82b1eeefdf,0777
